rule_key,module,family,language,title,severity,finding_kind,source_of_truth,pack_display_name,bootstrap_resource,active
guardian.hubspot-api-key,guardian,hubspot-api-key,,Hubspot API Key,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.huggingface-access-token,guardian,huggingface-access-token,,Huggingface Access Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.huggingface-organization-api-token,guardian,huggingface-organization-api-token,,Huggingface Organization API Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.infracost-api-token,guardian,infracost-api-token,,Infracost API Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.intercom-api-key,guardian,intercom-api-key,,Intercom API Key,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.intra42-client-secret,guardian,intra42-client-secret,,Intra42 Client Secret,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.jfrog-api-key,guardian,jfrog-api-key,,Jfrog API Key,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.jfrog-identity-token,guardian,jfrog-identity-token,,Jfrog Identity Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.jwt,guardian,jwt,,JWT,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.jwt-base64,guardian,jwt-base64,,JWT Base64,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.kraken-access-token,guardian,kraken-access-token,,Kraken Access Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.kubernetes-secret-yaml,guardian,kubernetes-secret-yaml,,Kubernetes Secret Yaml,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.kucoin-access-token,guardian,kucoin-access-token,,Kucoin Access Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.kucoin-secret-key,guardian,kucoin-secret-key,,Kucoin Secret Key,CRITICAL,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.launchdarkly-access-token,guardian,launchdarkly-access-token,,Launchdarkly Access Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.linear-api-key,guardian,linear-api-key,,Linear API Key,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.linear-client-secret,guardian,linear-client-secret,,Linear Client Secret,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.linkedin-client-id,guardian,linkedin-client-id,,Linkedin Client ID,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.linkedin-client-secret,guardian,linkedin-client-secret,,Linkedin Client Secret,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.lob-api-key,guardian,lob-api-key,,Lob API Key,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.lob-pub-api-key,guardian,lob-pub-api-key,,Lob Pub API Key,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.looker-client-id,guardian,looker-client-id,,Looker Client ID,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.looker-client-secret,guardian,looker-client-secret,,Looker Client Secret,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.mailchimp-api-key,guardian,mailchimp-api-key,,Mailchimp API Key,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.mailgun-private-api-token,guardian,mailgun-private-api-token,,Mailgun Private API Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.mailgun-pub-key,guardian,mailgun-pub-key,,Mailgun Pub Key,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.mailgun-signing-key,guardian,mailgun-signing-key,,Mailgun Signing Key,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.mapbox-api-token,guardian,mapbox-api-token,,Mapbox API Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.mattermost-access-token,guardian,mattermost-access-token,,Mattermost Access Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.maxmind-license-key,guardian,maxmind-license-key,,Maxmind License Key,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.messagebird-api-token,guardian,messagebird-api-token,,Messagebird API Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.messagebird-client-id,guardian,messagebird-client-id,,Messagebird Client ID,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.microsoft-teams-webhook,guardian,microsoft-teams-webhook,,Microsoft Teams Webhook,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.netlify-access-token,guardian,netlify-access-token,,Netlify Access Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.new-relic-browser-api-token,guardian,new-relic-browser-api-token,,New Relic Browser API Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.new-relic-insert-key,guardian,new-relic-insert-key,,New Relic Insert Key,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.new-relic-user-api-id,guardian,new-relic-user-api-id,,New Relic User API ID,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.new-relic-user-api-key,guardian,new-relic-user-api-key,,New Relic User API Key,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.notion-api-token,guardian,notion-api-token,,Notion API Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.npm-access-token,guardian,npm-access-token,,NPM Access Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.nuget-config-password,guardian,nuget-config-password,,Nuget Config Password,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.nytimes-access-token,guardian,nytimes-access-token,,Nytimes Access Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.octopus-deploy-api-key,guardian,octopus-deploy-api-key,,Octopus Deploy API Key,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.okta-access-token,guardian,okta-access-token,,Okta Access Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.openai-api-key,guardian,openai-api-key,,Openai API Key,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.openshift-user-token,guardian,openshift-user-token,,Openshift User Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.perplexity-api-key,guardian,perplexity-api-key,,Perplexity API Key,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.pkcs12-file,guardian,pkcs12-file,,Pkcs12 File,CRITICAL,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.plaid-api-token,guardian,plaid-api-token,,Plaid API Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.plaid-client-id,guardian,plaid-client-id,,Plaid Client ID,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.plaid-secret-key,guardian,plaid-secret-key,,Plaid Secret Key,CRITICAL,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.planetscale-api-token,guardian,planetscale-api-token,,Planetscale API Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.planetscale-oauth-token,guardian,planetscale-oauth-token,,Planetscale OAUTH Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.planetscale-password,guardian,planetscale-password,,Planetscale Password,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.postman-api-token,guardian,postman-api-token,,Postman API Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.prefect-api-token,guardian,prefect-api-token,,Prefect API Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.private-key,guardian,private-key,,Private Key,CRITICAL,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.privateai-api-token,guardian,privateai-api-token,,Privateai API Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.pulumi-api-token,guardian,pulumi-api-token,,Pulumi API Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.pypi-upload-token,guardian,pypi-upload-token,,Pypi Upload Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.rapidapi-access-token,guardian,rapidapi-access-token,,Rapidapi Access Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.readme-api-token,guardian,readme-api-token,,Readme API Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.rubygems-api-token,guardian,rubygems-api-token,,Rubygems API Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.scalingo-api-token,guardian,scalingo-api-token,,Scalingo API Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.sendbird-access-id,guardian,sendbird-access-id,,Sendbird Access ID,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.sendbird-access-token,guardian,sendbird-access-token,,Sendbird Access Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.sendgrid-api-token,guardian,sendgrid-api-token,,Sendgrid API Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.sendinblue-api-token,guardian,sendinblue-api-token,,Sendinblue API Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.sentry-access-token,guardian,sentry-access-token,,Sentry Access Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.sentry-org-token,guardian,sentry-org-token,,Sentry Org Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.sentry-user-token,guardian,sentry-user-token,,Sentry User Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.settlemint-application-access-token,guardian,settlemint-application-access-token,,Settlemint Application Access Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.settlemint-personal-access-token,guardian,settlemint-personal-access-token,,Settlemint Personal Access Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.settlemint-service-access-token,guardian,settlemint-service-access-token,,Settlemint Service Access Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.shippo-api-token,guardian,shippo-api-token,,Shippo API Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.shopify-access-token,guardian,shopify-access-token,,Shopify Access Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.shopify-custom-access-token,guardian,shopify-custom-access-token,,Shopify Custom Access Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.shopify-private-app-access-token,guardian,shopify-private-app-access-token,,Shopify Private App Access Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.shopify-shared-secret,guardian,shopify-shared-secret,,Shopify Shared Secret,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.sidekiq-secret,guardian,sidekiq-secret,,Sidekiq Secret,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.sidekiq-sensitive-url,guardian,sidekiq-sensitive-url,,Sidekiq Sensitive Url,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.slack-app-token,guardian,slack-app-token,,Slack App Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.slack-bot-token,guardian,slack-bot-token,,Slack Bot Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.slack-config-access-token,guardian,slack-config-access-token,,Slack Config Access Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.slack-config-refresh-token,guardian,slack-config-refresh-token,,Slack Config Refresh Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.slack-legacy-bot-token,guardian,slack-legacy-bot-token,,Slack Legacy Bot Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.slack-legacy-token,guardian,slack-legacy-token,,Slack Legacy Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.slack-legacy-workspace-token,guardian,slack-legacy-workspace-token,,Slack Legacy Workspace Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.slack-user-token,guardian,slack-user-token,,Slack User Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.slack-webhook-url,guardian,slack-webhook-url,,Slack Webhook Url,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.snyk-api-token,guardian,snyk-api-token,,Snyk API Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.sonar-api-token,guardian,sonar-api-token,,Sonar API Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.sourcegraph-access-token,guardian,sourcegraph-access-token,,Sourcegraph Access Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.square-access-token,guardian,square-access-token,,Square Access Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.squarespace-access-token,guardian,squarespace-access-token,,Squarespace Access Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.stripe-access-token,guardian,stripe-access-token,,Stripe Access Token,CRITICAL,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.stripe-live-secret-key,guardian,stripe-live-secret-key,,Stripe Live Secret Key,CRITICAL,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.sumologic-access-id,guardian,sumologic-access-id,,Sumologic Access ID,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.sumologic-access-token,guardian,sumologic-access-token,,Sumologic Access Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.telegram-bot-api-token,guardian,telegram-bot-api-token,,Telegram Bot API Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.travisci-access-token,guardian,travisci-access-token,,Travisci Access Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.twilio-api-key,guardian,twilio-api-key,,Twilio API Key,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.twitch-api-token,guardian,twitch-api-token,,Twitch API Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.twitter-access-secret,guardian,twitter-access-secret,,Twitter Access Secret,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.twitter-access-token,guardian,twitter-access-token,,Twitter Access Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.twitter-api-key,guardian,twitter-api-key,,Twitter API Key,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.twitter-api-secret,guardian,twitter-api-secret,,Twitter API Secret,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.twitter-bearer-token,guardian,twitter-bearer-token,,Twitter Bearer Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.typeform-api-token,guardian,typeform-api-token,,Typeform API Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.vault-batch-token,guardian,vault-batch-token,,Vault Batch Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.vault-service-token,guardian,vault-service-token,,Vault Service Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.yandex-access-token,guardian,yandex-access-token,,Yandex Access Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.yandex-api-key,guardian,yandex-api-key,,Yandex API Key,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.yandex-aws-access-token,guardian,yandex-aws-access-token,,Yandex AWS Access Token,HIGH,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
guardian.zendesk-secret-key,guardian,zendesk-secret-key,,Zendesk Secret Key,CRITICAL,SECRET,runtime-db:rule_definitions@active rule_pack_versions,Guardian Secret Detection,classpath:rules/guardian.yml,true
